Current Depth,Error,RMS,Signal
9.743460141889125,-2.00000000001509,2.00000000001509,-2080.000000015694
9.743460141818618,-1.999999999944583,1.9999999999798366,-2099.999999942517
9.741750302994609,-1.9982901611205737,1.999430216159092,-2118.221767564993
9.73525679933446,-1.9917966574604247,1.9975245613346349,-2131.4514253696443
9.723201496662762,-1.979741354788727,1.993980607949897,-2138.8318771656827
9.706671961140389,-1.9632118192663537,1.9888855326416817,-2141.438573770302
9.688206298364808,-1.9447461564907726,1.9826400719709185,-2141.866402676361
9.665842105684312,-1.9223819638102775,1.9752083434310481,-2138.055103853554
9.645627481019266,-1.9021673391452314,1.967226603503517,-2136.2557138400084
9.62285171547017,-1.8793915735961342,1.9586203632325487,-2131.5905910604
9.60080540055914,-1.8573452586851058,1.9496309366985345,-2127.4563392888917
9.580493574125514,-1.837033432251479,1.9404973699600339,-2124.9054923847707
9.557158488375652,-1.8136983465016172,1.931039222124159,-2119.0073375274296
9.537716820990232,-1.794256679116197,1.9215919597436,-2116.9249869116084
9.515684945883839,-1.772224804009804,1.911997210466324,-2111.9544035921217
9.49443510414091,-1.7509749622668753,1.9023326685767687,-2107.5768162195736
9.474865847120432,-1.731405705246397,1.8927054869731463,-2104.7345385409453
9.45200432387116,-1.7085441819971248,1.8829468961790623,-2098.272611414166
9.43289932074968,-1.689439178875645,1.8732606948716113,-2095.4888499877984
9.41105195291474,-1.6675918110407046,1.863516426494768,-2089.661979228217
9.389883433218083,-1.646423291344048,1.8537552503293564,-2084.322636854101
9.372593528948444,-1.6291333870744094,1.8441388071829243,-2082.805369327117
9.349663943038866,-1.6062038011648312,1.834435647541744,-2075.2499338519
9.330288752519543,-1.586828610645508,1.8247896040128024,-2071.1617737234524
9.308788822261524,-1.5653286803874895,1.815123403535533,-2064.670132361568
9.285158321377137,-1.5416981795031024,1.805372937482443,-2055.74769824568
9.267809438437823,-1.5243492965637877,1.7957490782625147,-2053.121841783824
9.244923427635944,-1.5014632857619095,1.7860740096714625,-2044.5638835155085
9.225472053249854,-1.4820119113758192,1.776455688764112,-2039.3490870115938
9.204102299964656,-1.4606421580906215,1.7668382789993402,-2031.9446627087464
9.182402695648445,-1.4389425537744103,1.757216280932332,-2023.983495800793
9.163288676841741,-1.4198285349677064,1.7476590938478596,-2018.4943417795653
9.138037920620077,-1.3945777787460418,1.7380138529181166,-2006.431840658711
