Current Depth,Error,RMS,Signal
9.743460141874035,-2.000000000468093,2.000000000468093,-60.0000000140428
9.743460141818618,-2.000000000412676,2.0000000004403846,-60.00000001238028
9.742114548004633,-1.9986544065986909,1.9995515697725363,-59.95963219796073
9.736131964688907,-1.992671823282965,1.9978338541934173,-59.78015469848895
9.724685567343242,-1.9812254259372999,1.9945232324656303,-59.436762778119
9.70836509230939,-1.9649049509034473,1.9896174712035566,-58.94714852710342
9.69027639922953,-1.9468162578235884,1.9835595576796798,-58.40448773470765
9.6680526774525,-1.9245925360465588,1.9762849004458773,-57.73777608139676
9.64764682717495,-1.9041866857690088,1.9684044016552804,-57.125600573070265
9.625304608326838,-1.8818444669208958,1.9599204472065628,-56.455334007626874
9.60277750524861,-1.8593173638426688,1.9509890883919876,-55.77952091528006
9.5827424349762,-1.8392822935702586,1.9419256338471456,-55.17846880710776
9.559350325018478,-1.8158901836125363,1.9325224482257146,-54.476705508376085
9.53961329618617,-1.796153154780228,1.923102503082658,-53.88459464340684
9.518036729468758,-1.774576588062816,1.9135594649758454,-53.23729764188448
9.496294282360504,-1.7528341409545618,1.9039116792093387,-52.585024228636854
9.4770487340161,-1.7335885926101575,1.8943166441956543,-52.007657778304726
9.45417082369899,-1.7107106822930476,1.8845856509325447,-51.32132046879143
9.434798438712571,-1.691338297306629,1.8749113747272552,-50.74014891919887
9.413425978601834,-1.6699658371958925,1.8651990040737294,-50.098975115876776
9.391764773371916,-1.6483046319659742,1.85544571279496,-49.449138958979226
9.372512654684831,-1.6290525132788893,1.8457576264939581,-48.87157539836668
9.349584966801249,-1.606124825395307,1.8359892926357821,-48.18374476185922
9.330153844365803,-1.5866937029598613,1.8262815204728728,-47.60081108879584
9.308715769537237,-1.565255628131295,1.8165607701356286,-46.95766884393885
9.287016461140775,-1.543556319734833,1.8068235184996202,-46.30668959204499
9.267752085408771,-1.5242919440028295,1.7971516335027056,-45.728758320084886
9.244825853431978,-1.5013657120260362,1.7874308861152646,-45.040971360781086
9.225417163494864,-1.4819570220889222,1.7777713037939604,-44.45871066266767
9.206462608962617,-1.4630024675566755,1.7681820199410276,-43.89007402670026
9.182338432117103,-1.4388782907111608,1.7585221104827866,-43.16634872133483
9.1653044754503,-1.4218443340443585,1.7489822193476543,-42.655330021330755
9.142155446027354,-1.3986953046214126,1.7394042019853868,-41.96085913864238
9.122731856722357,-1.3792717153164151,1.7298825252095091,-41.37815145949246
9.09937633296338,-1.355916191557439,1.7203262934138428,-40.677485746723164
9.077693156120484,-1.3342330147145418,1.7107784712013712,-40.026990441436254
9.06032127855475,-1.3168611371488073,1.7013316759230859,-39.50583411446422
9.037832046739814,-1.2943719053338718,1.6918767924750104,-38.831157160016154
9.017726358934128,-1.2742662175281865,1.68246418385259,-38.227986525845594
8.997089201642984,-1.2536290602370421,1.6730834504635037,-37.608871807111264
8.974695504705345,-1.2312353632994029,1.6637034049727406,-36.93706089898208
8.955873273029932,-1.2124131316239897,1.6543896544688377,-36.37239394871969
8.93277194435318,-1.1893118029472376,1.6450678785373232,-35.67935408841713
8.911326307086913,-1.1678661656809712,1.6357691362707345,-35.03598497042914
8.891998936002786,-1.1485387945968437,1.6265282093973024,-34.45616383790531
8.870261203383848,-1.1268010619779059,1.6173072854197867,-33.80403185933717
8.850952918992679,-1.107492777586737,1.6081438461390167,-33.22478332760211
8.828412252496422,-1.0849521110904803,1.5989910405176524,-32.54856333271441
8.808335589500327,-1.0648754480943854,1.5898853277056346,-31.94626344283156
8.787711587072856,-1.044251445666914,1.5808193665894055,-31.327543370007422
8.76356022819778,-1.0201000867918388,1.5717487305812927,-30.603002603755165
8.746504615553434,-1.003044474147492,1.5627650291747255,-30.09133422442476
8.723388710106398,-0.9799285687004566,1.5537930211907205,-29.3978570610137
8.703870648326044,-0.9604105069201019,1.5448771030765762,-28.812315207603056
8.68264897306899,-0.9391888316630475,1.5359978687039868,-28.175664949891424
8.660819146537747,-0.9173590051318055,1.527149933236816,-27.520770153954164
8.641512319441599,-0.8980521780356572,1.5183611037299767,-26.941565341069715
8.618967792715244,-0.8755076513093023,1.5095984782599023,-26.26522953927907
8.598947356264588,-0.8554872148586465,1.5008886473761514,-25.664616445759396
8.578267849994036,-0.8348077085880945,1.492225636914272,-25.044231257642835
8.55589948888859,-0.8124393474826483,1.4835949846168153,-24.37318042447945
8.537094078303692,-0.7936339368977503,1.4750295437554426,-23.80901810693251
8.513986293673355,-0.7705261522674132,1.4664927611092866,-23.115784568022395
8.494466079550406,-0.7510059381444645,1.4580159575464315,-22.530178144333934
8.473259600134208,-0.7297994587282659,1.449586048749528,-21.893983761847977
8.451423314139804,-0.7079631727338622,1.441199485599818,-21.238895182015867
8.432109327859688,-0.6886491864537465,1.4328758832384845,-20.659475593612395
8.409568934471645,-0.6661087930657033,1.4245929852559576,-19.983263791971098
8.389527875969883,-0.6460677345639407,1.4163692884395451,-19.382032036918222
8.368851845401263,-0.6253917039953212,1.4082012341414412,-18.761751119859635
8.34646799842863,-0.6030078570226873,1.4000793165874494,-18.09023571068062
8.327667950406008,-0.5842078090000662,1.3920262377214294,-17.526234270001986
8.30455368877003,-0.5610935473640879,1.3840178423371077,-16.832806420922637
8.285041305266118,-0.541581163860176,1.3760755178164055,-16.24743491580528
8.263883927829953,-0.5204237864240113,1.3681912361058737,-15.61271359272034
8.242010969098306,-0.49855082769236425,1.3603627482536917,-14.956524830770928
8.222702318830633,-0.4792421774246911,1.3526034078825107,-14.377265322740733
8.200153089394565,-0.45669294798862303,1.34489938062737,-13.700788439658691
8.180206653751831,-0.43674651234588957,1.337263341651042,-13.102395370376687
8.159434940130252,-0.4159747987243101,1.3296927341596014,-12.479243961729303
8.137044466323596,-0.39358432491765427,1.3221826791611198,-11.807529747529628
8.118240528940806,-0.3747803875348641,1.314747450207614,-11.243411626045923
8.09511672739853,-0.351656585992588,1.307373218052508,-10.54969757977764
8.075625575247829,-0.3321654338418867,1.3000731965279784,-9.9649630152566
8.054458554007843,-0.31099841260190075,1.2928432259463265,-9.329952378057023
8.032590166411206,-0.28913002500526375,1.2856828009279213,-8.673900750157912
8.013279059807793,-0.26981891840185135,1.2785997414758696,-8.09456755205554
7.990732546100487,-0.24727240469454514,1.2715874502807478,-7.418172140836354
7.970848281009934,-0.22738813960399185,1.2646532322715487,-6.821644188119755
7.95002646570175,-0.20656632429580846,1.2577962370704698,-6.196989728874254
7.927876527723408,-0.1844163863174657,1.2510155569632018,-5.532491589523971
7.908831116820609,-0.1653709754146675,1.2443174339076033,-4.961129262440025
7.885850763609267,-0.1423906222033251,1.2376975489603148,-4.271718666099753
7.866214204802228,-0.12275406339628603,1.2311615526991935,-3.682621901888581
7.845045451559787,-0.10158531015384487,1.2247089615459446,-3.047559304615346
7.823172446854599,-0.07971230544865726,1.2183407342667927,-2.391369163459718
7.803900818391664,-0.06044067698572242,1.212059893444224,-1.8132203095716726
7.7813150497372225,-0.03785490833128069,1.205866120973732,-1.1356472499384207
7.761493491225072,-0.018033349819130073,1.1997617994625196,-0.5410004945739022
7.74060051453788,0.0028596268680622927,1.1937479522368637,0.08578880604186878
7.718255401270011,0.02520474013593077,1.1878262558631127,0.7561422040779231
7.697912758546814,0.045547382859127516,1.181997840107766,1.3664214857738255
7.680638022723839,0.06282211868210297,1.1762622792548583,1.884663560463089
7.671395784819766,0.07206435658617583,1.170614841243313,2.161930697585275
7.671222643396977,0.07223749800896506,1.1650484777822427,2.167124940268952
7.679960522093231,0.06349961931271064,1.159556346267092,1.9049885793813193
7.6971835659823,0.04627657542364183,1.1541338098423548,1.388297262709255
7.720671592911875,0.02278854849406642,1.1487802644915668,0.6836564548219926
7.745099289979507,-0.0016391485735649525,1.1434984989500945,-0.049174457206948574
7.771150804855852,-0.02769066344990989,1.138291973396442,-0.8307199034972967
7.794140054867468,-0.05067991346152656,1.133163141528948,-1.5203974038457968
7.810849101721939,-0.06738896031599673,1.1281110062941548,-2.021668809479902
7.821384336653389,-0.07792419524744698,1.123132194768846,-2.3377258574234094
7.8230805849007625,-0.07962044349482067,1.1182201912504128,-2.38861330484462
7.815307009063352,-0.07184686765740977,1.1133679072001965,-2.1554060297222932
7.799925486665031,-0.056465345259089084,1.1085709170590474,-1.6939603577726725
7.779994612938419,-0.036534471532477575,1.1038284357933068,-1.0960341459743272
7.755606870250046,-0.012146728844103727,1.0991418138323532,-0.3644018653231118
7.73237051954239,0.01108962186355189,1.094514299846486,0.3326886559065567
7.707348964903735,0.03611117650220663,1.0899492678282217,1.083335295066199
7.685537369411818,0.05792277199412421,1.0854487734741793,1.7376831598237263
7.671306285655856,0.07215385575008604,1.0810107974738965,2.164615672502581
7.664235245585823,0.07922489582011849,1.0766311753189513,2.3767468746035547
7.667084611133833,0.07637553027210853,1.0723030678843157,2.291265908163256
7.679724588482123,0.06373555292381905,1.068020456828714,1.9120665877145715
7.699187600445876,0.0442725409600655,1.0637811494831602,1.328176228801965
7.721237623668823,0.02222251773711914,1.0595865927007275,0.6666755321135742
7.747178074616421,-0.0037179332104795293,1.0554395179955756,-0.11153799631438588
7.7713038820287155,-0.027843740622773616,1.0513435664586077,-0.8353122186832085
7.794866280310258,-0.051406138904316556,1.0473018358979962,-1.5421841671294967
7.812223304133053,-0.06876316272711147,1.0433141410078823,-2.062894881813344
7.8213508627587816,-0.0778907213528397,1.039376790797531,-2.336721640585191
7.822377477437683,-0.07891733603174078,1.035484597950166,-2.3675200809522234
7.814135702868702,-0.07067556146276033,1.031631680808952,-2.12026684388281
7.7975851266931056,-0.054124985287163696,1.0278142772273045,-1.6237495586149109
7.775795285983813,-0.03233514457787123,1.0240323301900731,-0.970054337336137
7.7530684291979295,-0.009608287791987635,1.0202884711749964,-0.28824863375962906
7.727360372149014,0.01609976925692802,1.0165859763432756,0.4829930777078406
7.705790867935822,0.03766927347011961,1.012927630633681,1.1300782041035884
7.687596718881291,0.05586342252465126,1.009314591419196,1.6759026757395379
7.675791412015763,0.06766872939017876,1.0057452382470229,2.030061881705363
7.67318346963465,0.07027667177129171,1.002214976835887,2.1083001531387513
7.679378138569257,0.06408200283668464,0.9987189577655994,1.9224600851005391
7.693497482369351,0.04996265903659047,0.9952538511367196,1.4988797710977142
7.713931687368497,0.029528454037444973,0.9918190351858158,0.8858536211233492
7.737815236026193,0.005644905379749154,0.9884166688904448,0.16934716139247463
7.761508530492567,-0.018048389086625427,0.9850500950694441,-0.5414516725987628
7.7853213927557645,-0.04186125134982266,0.9817226130373126,-1.2558375404946798
7.804922460334818,-0.06146231892887588,0.9784356517958552,-1.8438695678662764
7.816073213756225,-0.07261307235028358,0.9751867685708483,-2.1783921705085074
7.819224013285695,-0.07576387187975353,0.9719718648110685,-2.272916156392606
7.813133457801825,-0.06967331639588359,0.9687857958569902,-2.0901994918765077
7.796436251827995,-0.05297611042205297,0.9656241370930789,-1.589283312661589
7.776521881429061,-0.033061740023119235,0.9624875749630691,-0.991852200693577
7.75520913633201,-0.011748994926068512,0.9593782165160609,-0.35246984778205537
7.728319417004941,0.015140724401001115,0.9562991110297918,0.45422173203003346
7.706988642438471,0.036471498967470595,0.9532531513316713,1.0941449690241178
7.689199852427117,0.054260288978825066,0.9502415440803165,1.627808669364752
7.678897267840326,0.06456287356561585,0.9472624878323329,1.9368862069684756
7.676950798918857,0.06650934248708484,0.9443122914602717,1.9952802746125453
7.683652341212396,0.05980780019354626,0.941386876931375,1.7942340058063877
7.698528728720582,0.04493141268535972,0.9384835035852997,1.3479423805607915
7.719966312057985,0.02349382934795674,0.9356021005928414,0.7048148804387022
7.742356809451547,0.0011033319543951592,0.9327452975956688,0.033099958631854776
7.767466585819036,-0.024006444413093853,0.929916379101528,-0.7201933323928156
7.789810543706503,-0.0463504023005612,0.9271181747753842,-1.390512069016836
7.8073114676921405,-0.0638513262861986,0.9243514096127886,-1.9155397885859582
7.818654932347275,-0.07519479094133352,0.9216145173018659,-2.2558437282400057
7.820796617836787,-0.07733647643084485,0.9189030585426826,-2.3200942929253454
7.813304970034673,-0.06984482862873076,0.9162120764607669,-2.095344858861923
7.797982613380053,-0.054522471974110864,0.9135386804592492,-1.635674159223326
7.77778528283999,-0.03432514143404841,0.9108829337076598,-1.0297542430214524
7.752939036700043,-0.009478895294100731,0.9082467946024533,-0.28436685882302193
7.729684067129692,0.01377607427625005,0.9056337315132307,0.4132822282875015
7.7042975181812166,0.0391626232247253,0.9030473520093885,1.174878696741759
7.682576104078807,0.06088403732713488,0.9004899167225953,1.8265211198140463
7.667801461796718,0.07565867960922379,0.8979605646618823,2.2697603882767137
7.660417718745423,0.08304242266051887,0.8954562836044684,2.491272679815566
7.663173339918329,0.08028680148761325,0.8929716696827082,2.4086040446283974
7.6756921578963615,0.06776798350958035,0.8905020637907314,2.0330395052874106
7.694849100633908,0.04861104077203393,0.8880460568791391,1.458331223161018
7.716963875755298,0.026496265650643558,0.8856051873048149,0.7948879695193067
7.742907895972961,0.0005522454329804916,0.883182187299191,0.016567362989414747
7.766435218166855,-0.022975076760912927,0.8807805945497169,-0.6892523028273878
7.788859485912813,-0.045399344506870776,0.8784032225479538,-1.3619803352061233
7.805665034240657,-0.062204892834714975,0.8760506147443616,-1.8661467850414493
7.815294343100465,-0.07183420169452326,0.8737208849494539,-2.1550260508356978
7.817399301872949,-0.07393916046700699,0.8714107465082819,-2.2181748140102098
7.810129577414833,-0.0666694360088913,0.8691158992924739,-2.000083080266739
7.794281973543505,-0.050821832137563305,0.8668335760528307,-1.5246549641268992
7.773160106698718,-0.029699965292776298,0.8645640711201433,-0.8909989587832889
7.750362212296567,-0.006902070890625112,0.8623098067934776,-0.20706212671875335
7.724633646804253,0.01882649460168917,0.8600740099260475,0.5647948380506751
7.702751031572614,0.04070910983332787,0.8578594393305853,1.2212732949998362
7.684298539428026,0.05916160197791598,0.8556674609257078,1.7748480593374794
7.672784058402677,0.07067608300326444,0.8534967744630267,2.1202824900979333
7.670853822243384,0.07260631916255811,0.8513434993196543,2.1781895748767433
7.677793160953723,0.06566698045221919,0.849203743674415,1.9700094135665758
7.692512307591607,0.050947833814334764,0.8470750779210553,1.528435014430043
7.713605989719488,0.02985415168645389,0.8449573735098426,0.8956245505936167
7.737487626231316,0.005972515174625492,0.8428529739668216,0.17917545523876477
7.761238268104414,-0.017778126698472008,0.840765046300968,-0.5333438009541602
7.783816500239786,-0.040356358833844475,0.8386964227582957,-1.2106907650153342
7.800447632501728,-0.056987491095785714,0.8366477828281488,-1.7096247328735714
7.811108492462963,-0.06764835105702094,0.8346180573864885,-2.029450531710628
7.813750377587327,-0.07029023618138552,0.8326042241210826,-2.1087070854415657
7.806578251810952,-0.06311811040500981,0.8306022536057672,-1.8935433121502943
7.791060696265405,-0.04760055485946335,0.8286097812627173,-1.4280166457839005
7.7712333417316275,-0.027773200325685643,0.8266273166970474,-0.8331960097705693
7.747388646856147,-0.0039285054502053995,0.824656852334568,-0.11785516350616199
7.72290486531295,0.020555276092991903,0.8227015853196936,0.6166582827897571
7.700652819528264,0.042807321877678106,0.8207642235150412,1.2842196563303432
7.683786395875193,0.05967374553074922,0.8188454886540678,1.7902123659224767
7.671865033071355,0.07159510833458693,0.816944717993555,2.147853250037608
7.669815725920666,0.07364441548527623,0.8150581071111945,2.209332464558287
7.676872238608152,0.06658790279778959,0.8131818316087547,1.9976370839336877
7.690216327360777,0.05324381404516476,0.8113140283554714,1.5973144213549428
7.713686833681126,0.0297733077248159,0.8094535892466044,0.893199231744477
7.734093486089717,0.00936665531622527,0.8076036552204506,0.2809996594867581
7.7588304924627645,-0.015370351056822606,0.805766768215675,-0.4611105317046782
7.781462576105947,-0.038002434700005416,0.8039457637781624,-1.1400730410001625
7.798774424981675,-0.05531428357573276,0.8021416224352885,-1.6594285072719828
7.810832251304217,-0.06737210989827513,0.8003537936957924,-2.021163296948254
7.813983420042335,-0.07052327863639274,0.7985791932182077,-2.115698359091782
7.807559018748214,-0.06409887734227215,0.796814055271144,-1.9229663202681646
7.791414822953279,-0.04795468154733751,0.7950556371524774,-1.4386404464201252
7.773561147383287,-0.030101005977344997,0.7933049961068421,-0.9030301793203499
7.746824529535402,-0.003364388129460494,0.7915634117620917,-0.10093164388381481
7.725565560624535,0.017894580781407043,0.789834101644585,0.5368374234422113
7.70014006173965,0.04332007966629181,0.7881203770031486,1.2996023899887543
7.683702536575197,0.05975760483074488,0.7864224671242217,1.7927281449223464
7.671969735347137,0.07149040605880508,0.7847397971962508,2.1447121817641523
7.669241658271137,0.07421848313480517,0.7830690907904636,2.226554494044155
